entry_level,federal_industrial,skills,title,description
1,federal,"['cyber security associate', 'junior cyber security', 'nuclear in seabrook', 'cyber security', 'security associate', 'junior cyber', 'routine cyber security', 'cyber security tasks', 'security', 'cyber', 'responsibilities', 'affirmative action employer', 'associate', 'seabrook', 'junior', 'nuclear', 'routine cyber', 'security tasks', 'seeking a junior']","Junior Cyber Security Associate - IT Nuclear - Kforce Technology Staffing - Seabrook, NH","RESPONSIBILITIES:
Kforce has a client that is seeking a Junior Cyber Security Associate - IT Nuclear in Seabrook, NH.

Summary:
Our client is looking for someone to gain experience with our Cyber Security work as well as perform routine IT related deployments. The Junior Cyber Security Associate will perform routine Cyber Security tasks, such as, updating anti-virus, monitoring secured laptops, conducting routine user audits and other assignments as needed. In addition, the Junior Cyber Security Associate will work to deploy new mobile devices to field worker.

REQUIREMENTS:
* Experience with cyber security, operations, infrastructure/networking, and/or instruments and controls are required
* Candidates qualifying for this position will have similar experience along with the skills and abilities to perform the duties mentioned
* Any relevant education and/or training will be considered a plus

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
1,federal,"['job description', 'cyber security engineer', 'security engineer', 'security', 'falls church', 'cyber security', 'engineer', 'zachary piper solutions', 'stig viewer', 'description', 'engineering design documentation', 'configuration flow diagram', 'security operations support', 'piper solutions', 'active secret', 'nist', 'zachary piper', 'cnssi security controls', 'cnssi security', 'cnssi', 'conduct internal security', 'systems']","Junior Cyber Security Engineer (Active Secret or TS Clearance) - Zachary Piper Solutions, LLC - Falls Church, VA","Job Description
Zachary Piper Solutions is seeking a Jr. Cyber Security Engineer to join a 5-year DoD program located in Falls Church, VA. The Jr. Cyber Security Engineer will be working fully-onsite in Falls Church, and the work hours are Monday-Friday, 9AM-6PM.

MUST HAVE AN ACTIVE SECRET OR TOP-SECRET CLEARANCE

Responsibilities of the Jr. Security Engineer include:

• Conduct internal security assessments using ACAS, Nessus, SCAP, RedSeal, ConfigOS, and STIG Viewer

• Document remediation recommendations from internal audits while implementing Federal Government policies and standards from FISMA, RMF, CNSSI, NIST, and FedRAMP

• Update POA&Ms from vulnerability scans, NIST guidelines, and CNSSI security controls

• Provide support in prototyping, integrating, developing, deploying, recapitalizing, and O&M for various software, computing, and networking systems

• Provide O&M and Security Operations support for security software tools, security computing, and network infrastructure systems

• Create and maintain Engineering Design Documentation, Test Plans, and Diagrams of Transition to Operational Support (Configuration Flow Diagram) for new and existing security solutions and systems

Qualifications for the Jr. Security Engineer include:

• Must have an Active Secret or TS Clearance

• Must have a CompTIA Security+ CE, or an equivalent/higher level certification

• 2-4+ years of relevant IT experience in Cyber Security, Network Engineering/Security, or Systems Administration

• Experience using ACAS, Nessus, SCAP, RedSeal, ConfigOS, and/or STIG Viewer

• Strong knowledge or experience with FISMA, RMF, NIST, FedRAMP, and/or CNSSI

Preferred Qualifications (Not Required):

• CEH, ITIL v3, CASP+, CySA+, and/or CISSP certification(s)

Compensation for the Jr. Security Engineer include:

• Salary Range: $75,000 - $90,000 **depending on experience & non-negotiable above this range **

• Full Benefits: Paid Holidays, Cigna Medical, Dental, Vision, 401K, etc."
1,federal,"['junior cybersecurity analyst', 'cybersecurity analyst', 'junior cybersecurity', 'affirmative action employer', 'code reviews kforce', 'kforce client', 'analyst in anchorage', 'client is seeking', 'seeking to hire', 'security', 'cisco enterprise security', 'cyber security supporting', 'security supporting cisco', 'reviews kforce', 'cybersecurity', 'analyst', 'junior', 'prior security assessment', 'supporting cisco enterprise']","Junior Cybersecurity Analyst - Kforce Technology Staffing - Anchorage, AK","RESPONSIBILITIES:
A Kforce client is seeking to hire a Junior Cybersecurity Analyst in Anchorage, Alaska (AK).

Responsibilities include:
* Collaborate with solution experts to develop and deploy secure solutions
* Design, build, and deploy automation leveraging manually discovered security findings to scale vulnerability discovery efforts across thousands of microservices
* Junior Cybersecurity Analyst will perform threat modeling, design, code reviews to assess security implications, and requirements for the introduction of new systems and technologies
* Collaborate with users to discuss data access needs, identify security threats and violations, identify, and recommend needed programming or process changes
* Review violations of security procedures and provide training to ensure violations do not recur
* Junior Cybersecurity Analyst will modify security files and applications as necessary to provide specialized access, allow new software to be installed or integrated, or correct errors
* Perform risk assessments, audits, and tests to ensure proper functioning of data processing activities and security measures

REQUIREMENTS:
* 2+ years of experience working in the IT industry, Information Security, and/or Cyber Security supporting Cisco enterprise security technologies
* Knowledge and experience with implementing security solutions
* Experience designing, implementing, and deploying production-quality systems
* Expertise in multiple security domains, prior security assessment, or bug bounty experience
* Experience performing threat modeling, design, and code reviews

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
1,federal,"['computer forensics specialist', 'media forensics analyst', 'digital media forensics', 'junior digital media', 'demonstrated', 'forensic computer examiner', 'digital media', 'digital forensic examiner', 'computer forensics', 'forensics analyst', 'forensics specialist', 'media forensics', 'certified digital forensic', 'forensic', 'certified forensic examiner', 'forensic examiner', 'junior digital', 'forensics', 'forensic computer', 'giac certified forensic', 'digital', 'digital forensic']","Junior Digital Media Forensics Analyst/ Computer Forensics Specialist - Prescient Edge Federal - Augusta, GA","Job Description:
Prescient Edge is seeking a
Junior Digital Media Forensics Analyst/ Computer Forensics Specialist
to support a Federal government client.
As a Junior Digital Media Forensics Analyst/ Computer Forensics Specialist, you will:
Provide support for counterintelligence (CI) and counterterrorism (CT) investigations
Research, design, deploy, and lead training events
Evaluate emerging forensic technologies
Provide operational security assessments
Support cyber forensic and cyber security tasks
Be responsible for all phases of the forensic examination of digital media, including on-site and off-site evidence acquisition or seizures, forensic analysis, and reporting, while maintaining chain of custody and following rules of evidence
Provide support for incident response activities, intrusion events, and malware analysis
Benefits
At Prescient Edge, we believe that acting with integrity and serving our employees is the key to everyone's success. To that end, we provide employees with a best in class benefits package that includes:
A competitive salary with performance bonus opportunities
Comprehensive healthcare benefits, including medical, vision, dental, and orthodontia coverage
A substantial retirement plan with no vesting schedule
Career development opportunities, including on-the-job training, tuition reimbursement, and networking
A positive work environment where employees are respected, supported, and engaged
Job Requirements:
Active TS/SCI security clearance
Must be a graduate of any of the following Military Department Counterintelligence Agent Certifying Courses:
Army – Counterintelligence Special Agent Course (CISAC)
Army – 351L Course (or its predecessor)
Army – 35E Course (or its predecessor)
Air Force –Basic Special Investigators Course (BISC), U.S. Air Force Special Investigations Academy, or predecessor
Navy – Special Agent Basic Training Program (SABTB), Naval Criminal Investigative Service Training Academy, or predecessor
Must have DoD Certified Digital Forensic Examiner (DFE) certification
Must possess one of the following qualifications:
Forensic Computer Examiner (CFCE)
GIAC Certified Forensic Examiner (GCFE)
EnCase Certified Examine
Minimum of 5 years of mobile device forensics experience
Strong oral and written communication
Ability to clearly express oneself verbally
Ability to write in a clear, concise manner
Ability to work independently or as part of a team
Demonstrated working knowledge of the concepts involved in the specific functions outlined in the specified labor category description
Knowledgeable of and demonstrates ability to apply Intelligence Community (IC) and DoD classification guidelines and procedures
Demonstrated ability to work semi-independently with oversight and direction
Demonstrated ability to use logic when evaluating and synthesizing multiple sources of information
Demonstrated understanding of interpreting analysis to include, but not limited to, its meaning, importance, and implications
Demonstrated ability to defend analytic judgements with sound, logical conclusions and adapt analytic judgments when presented with new information, evolving conditions, or unexpected developments
Demonstrated ability to produce timely, logical, and concise analytic reports, documents, assessments, studies, and briefing materials in formats including Microsoft Office tools (e.g. Excel, Word, PowerPoint, etc.), electronic/soft copy matrices, and/or web-enabled formats
Demonstrated ability to communicate complex issues clearly in a concise and organized manner, both verbally and non-verbally, with strong grammar skills
Demonstrated proficiency using Microsoft Office tools
Demonstrated ability to develop structured research including, but not limited to, obtaining, evaluating, organizing, and maintaining information within security and data protocols
Demonstrated ability to recognize nuances and resolve contradictions and inconsistencies in information
Demonstrated working knowledge using complex analytic methodologies, such as structured analytic techniques or alternative approaches, to examine biases, assumptions, and theories to eliminate uncertainty, strengthen analytic arguments, and mitigate surprise. Structured analytic techniques include, but are not limited to, analysis of competing hypotheses, devil's advocacy, high-impact/ low-impact analysis, red team analysis and alternative futures analysis
Demonstrated understanding of intelligence collection capabilities and limitations, to include but not limited to, technical sensors/platforms and human intelligence sources related to the position
Demonstrated understanding of evaluating collected intelligence reporting, engaging with collection managers, and developing collection requirements"
1,federal,"['greater atlanta area', 'job description', 'northeast atlanta area', 'enterprise software company', 'atlanta area', 'web application', 'northeast atlanta', 'greater atlanta', 'atlanta', 'northeast atlanta office', 'description an enterprise', 'enterprise software', 'software company', 'medical insurance dental', 'enterprise software leader', 'local enterprise software', 'description', 'junior', 'insurance dental benefits']","Junior Frontend Dev / Enterprise Software / Hybrid Atlanta - Motion Recruitment - Atlanta, GA","Job Description
An enterprise software company based outside of Atlanta is looking for a Junior level Frontend Developer to join the team that works on their web application. This is a hybrid role in the northeast Atlanta area, so candidates must be in or willing to relocate to the Greater Atlanta area.

This local enterprise software leader assists the construction and waste industries by providing software solutions to their problems. This is a great opportunity for anyone with a year or two of experience because they are specifically looking for a developer that they can mentor and train to be full-stack. All candidates should be able to commute to the northeast Atlanta office 3 days per week.
Required Skills & Experience
1-2 years HTML/CSS
1-2 years JavaScript
Familiarity with programming best practices
Experience programming in a team environment
Desired Skills & Experience
Desire to become a full-stack developer
Familiar with frontend JavaScript frameworks (React, Angular, Vue)
What You Will Be Doing
Tech Breakdown
50% HTML/CSS
50% JavaScript development

Daily Responsibilities
75% Hands On
0% Management Duties
25% Team Collaboration
The Offer
Bonus OR Commission eligible

You will receive the following benefits:
Medical Insurance
Dental Benefits
Vision Benefits
Paid Time Off (PTO)
401(k) {including match- if applicable}

Applicants must be currently authorized to work in the US on a full-time basis now and in the future."
1,federal,"['field support engineer', 'lead field support', 'field support', 'assigned field staff', 'field', 'field support technicians', 'field technician services', 'field staff', 'support', 'service', 'assigned field support', 'support engineer', 'assigned field', 'lead field', 'management', 'luke', 'customer service skills', 'field services installation', 'computer field technicians', 'field services']","Lead Field Support Engineer - St. Luke's University Health Network - Allentown, PA","St. Luke's is proud of the skills, experience and compassion of its employees. The employees of St. Luke's are our most valuable asset! Individually and together, our employees are dedicated to satisfying the mission
of our organization which is an unwavering commitment to excellence as we care for the sick and injured; educate physicians, nurses and other health care providers; and improve access to care in the communities we serve, regardless of a patient's ability to pay for health care.
The Lead Field Support Engineer (LFSE) operates as an extension of IT Management and is in effect, the Field Support Engineer “in-charge”. He/She oversees a Service Squad of computer Field Technicians who are responsible for supporting St. Luke’s IT Customers engaged in the business of healthcare for our patients and community at large. The LFSE has to function in a high-pressure hospital health care setting and must have extensive “hands-on” proficiencies in problem solving, able to deal with extremely complex configurations with desktops, back-end systems and servers, security and applications. This person operates as a Team Captain and is accountable for making sure optimal performance is achieved with Endpoint Technology and that his/her assigned team strive to consistently exceed Customer and IT Management expectations. The Lead Field Support Engineer must be highly motivated and driven toward this endeavor, and is expected to lead, teach, coach and direct assigned technician staff in proactive customer service, communication, equipment maintenance and the administrative functions associated to upkeep of work orders. This requires confidence and strong customer service skills with proven expertise in computer automation suctioning and standards development. The LFSE must have extensive “hands-on” technical proficiencies in problem solving and be agile in his/her service approach, identifying problems, shortcomings and course corrections as appropriate to meet the operational demands of our End User Community. The LFSE is expected to work closely with the Help Desk and customer department leadership to proactively monitor customer support zones and the respective Service Queues to ensure field technician services are responsive and focused on getting customers back in operation. She/He should continually challenge assigned Field Staff to raise service value through proactive and responsive engagement and communication with customers. And to this end, the Lead must establish themselves as the first point of escalation for assigned Field Staff to ensure appropriate response to service demands are in order and as speedy as possible. In situations where resolution is not immediate or forthcoming, she/he is empowered to ensure appropriate engagement is rendered by making staffing adjustments which bring a speedy resolution, including escalation and coordination with other IT Support Teams as the situation demands. Where shortcomings in skill levels are identified, he/she is expected to make recommendations where internal or formal skills training is required.
JOB DUTIES AND RESPONSIBILITIES:
Provides technical support of St. Luke’s Customers for End Point computing equipment and various IT services.
Functions as the Team leader overseeing technical Staff assigned to respective Service Response Squad (SRS) engaged in customer workstation support services.
Directs and coordinates assigned Field Support Technicians with IT operational work, rollouts, equipment installation and upgrades.
Leads by example, pushing team to strive for Customer Service Excellence, providing proactive communications, follow through and feedback with assigned staff, Customers and IT leadership.
Performs upkeep/updates in Kronos to assist IT Manager/Supervisor with resource management overtime and PTO scheduling time management control of.
Coaches/trains Field Staff on service workflow for projects and IT operations focused on problem resolution, safety, orderliness, administrative tasks, confidentiality and activities associated to PC Desktop/laptop repair, PM and upgrades.
Inspects/ascertains requirements for project related equipment rollouts for customer moves adds and changes.
Works well with department leaders engaged in planning by providing expertise and consultation related to desktop standards, customer computer automation needs, resource management, site work estimates associated to project, construction timetables and implementations.
Maintains active administrative updates as it pertains to time and assigned work activities in the Service Desk, Change Management and Project Management systems.
Tests and verifies Desktop solutions, upgrades and changes communicates all necessary technology changes to production under the Change Management program policy, including enhancements/upgrades and procedures with all necessary IT and customer department teams prior to the release into the production environment.
Generates/updates appropriate documentation as per policy and procedure. Including system configurations, mapping, inventory, processes and service records.
Maintains current knowledge of technology by attending appropriate continuing education training/seminars and reading related periodicals.
Rotates periodically with Incident Management 24x7 hospital
On Call
support team.
PHYSICAL AND SENSORY REQUIREMENTS:
Sitting for up to 7 hours per day, 4 hours at a time; standing for up to 7 hours per day, 4 hours at a time; walking for up to 2 hours a day, 1 hour at a time. Requires crouching, kneeling, and lifting of objects weighing up to 60 pounds, pushing objects weighing up to 80 pounds. Requires hand and finger dexterity to perform repairs of small equipment and to use computer equipment. Seeing as it relates to general, near, color, and peripheral vision. Hearing as it relates to normal and telephone conversations.
EDUCATION:
Education Preference -
Technical School or Associates Degree in Information Technology or related field. Military or Vocational Technical Training and Certification. High School Diploma required.
Training and Experience Preference -
3-5 years of related Field Services installation/support work associated to computer systems. 3-5 years of experience supporting desktop systems in a healthcare environment. 3 -5 years of Hospital or Healthcare environment.
Technical Certification -
A+ Certification preferred
Required Application Proficiencies -
MS Office Applications. Medical and Healthcare Applcations.
Required Operating System Proficiencies -
Citrix - XenApp Environment. Microsoft Operating Systems experience. Apple OS X experience
Required Hardware/Proficiencies -
PC Desktop and Laptop Support Utilities / Repair. Printer/Peripheral. Cisco LAN/WLAN Ethernet switch. MDF/IDF - LAN Connectivity/configuration. VOIP Telephony support.
Please complete your application using your full legal name and current home address. Be sure
to include employment
history for the past seven (7) years, including your present employer. Additionally, you are encouraged to upload a current resume, including all work history, education, and/or certifications and licenses, if applicable. It is highly recommended that you create a profile at the conclusion of submitting your first application. Thank you for your interest in St. Luke's!!
St. Luke's University Health Network is an
Equal Opportunity Employer."
1,federal,"['security', 'job summary', 'purdue system security', 'security services', 'information security', 'system security', 'information security services', 'information security incidents', 'security applications', 'summary', 'services', 'security operations', 'purdue system', 'security processes', 'security analyst', 'enterprise security services', 'lead', 'information', 'cybersecurity threats', 'security incidents']","Lead IT Security Analyst - Purdue University - West Lafayette, IN","Job Summary
Purdue System Security (PSS)
We believe that knowledge and Readiness are the most effective ways to deal with cybersecurity threats. As such, we will work directly with businesses and organizations to provide expert, on-site advice, and guidance on what cybersecurity threats they may be exposed to, as well as steps to help address the threats.
As the Lead IT Security Analyst, you will be responsible for providing functional oversight and technical guidance in support of IT security services and security applications to a team of professionals through security operations, projects, and the detection, investigation, and remediation of information security incidents. You will also be responsible for participating in design and planning to ensure data protection needs are met and comply with current university and industry standards and practices. You will monitor and coordinate security processes, services and administration of security applications. You are also responsible for providing metrics, reporting, and status of information security services, as well as lead projects, manage services/systems, and the create dashboards, alerts, and playbooks. You will act as a team lead in collaboration with university customers and external entities.
There are many exciting opportunities to make a big impact as a member of the Purdue System Security team:
Integrate and grow enterprise security services across multiple campuses
Develop new technologies and environments to protect world-class education and research
Extend on-premise solutions to the cloud to broaden capabilities, protection and coverag
e
This position is 100% remote with opportunities to come on campus to connect with students and staff.
Purdue University offers a substantial benefits package including medical, dental, and vision insurance as well as a generous paid time off package for sick and vacation days.
A Successful Candidate Will Have:
Required:
Bachelor’s Degree in Information Security, Computer Science, Computer Technology, Engineering, or related fields preferred
Equivalent combination of education and experience may be accepted
6 (Six) years of technical experience in two of the following areas:
IT Security infrastructure, design, implementation or integration of security technologies
IT Security operations (e.g. Incident Response, forensics, vulnerability management, etc.) or IT Security consulting
Experience leading projects or teams
Preferred:
IT security-related certifications (e.g. CISSP, SANS/GIAC)
Experience in a complex and diverse enterprise technology environment, with application/network/systems administration, IT Security risk assessment
Skills You Bring:
Analytical, decision-making, problem solving, and customer service skills
Ability to integrate and support information and cyber security processes, tools, and applications
Ability to originate change, achieve results and foster continuous quality improvement
Ability to solve problems, prioritize personal works tasks, and manage project priorities
Ability to identify operational improvements and process automation
Working knowledge of computer networking configurations and protocols
Ability to work independently as well as in a collaborate team environment with internal and external parties
Demonstrated proficiency with security tools and monitoring
Operational understanding of a security framework; such as, Intelligence Driven Defense, Cyber Kill Chain, Diamond Model, and/or MITRE ATT&CK, preferred
Strong presentation, written and oral communication skills
Ability to act as a team lead, including mentoring and coaching other IT Security professionals"
1,federal,"['cyber operations', 'cyber operations analytical', 'handling cyber operations', 'operational developmental assignments', 'assignments', 'operations analytical practices', 'procedures', 'specific guidelines exist', 'cyber', 'operations', 'developmental assignments', 'skills', 'operations analytical', 'moderate difficulty']","Management Analyst (Cyber Operations) - Headquarters, Air Force Space Command - Peterson AFB, CO","Duties
Performs operational developmental assignments of moderate difficulty where work procedures are established and a number of specific guidelines exist.
Independently performs recurring assignments of limited, but gradually increasing, difficulty and complexity.
Develops documents and implements plans and procedures for handling Cyber Operations requirements.
Participates in special initiatives, studies, and projects.
Prepares oral and written correspondence and other documentation.KNOWLEDGE, SKILLS AND ABILITIES (KSAs): Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas:

Knowledge of basic principles, concepts, and theories of Cyber Operations analytical practices, and the standardwork environment practices, methods, and tactics, techniques, procedures of the occupation sufficient to perform moderately difficult, but well-precedented assignments.
Knowledge of the substantive nature of agency programs and activities to assist in studies and preparing reports,briefings, documentation, and correspondence to communicate factual and procedural information clearly.
Skill in evaluating and analyzing problems, identifying significant factors, gathering and interpreting pertinent data, and applying established rules and procedures in order to recommend ways to improve the organizational effectiveness and efficiency.
Skill in applying the basic principles, concepts, and practices of the occupation sufficient to perform moderatelydifficult assignments.
Ability to communicate clearly, concisely, and with technical accuracy, both orally and in writing, as well as work in a professional manner with peers and management.
Ability to learn and apply analytical fact-finding and investigative techniques to accomplish work in the subject-matter field.
"
1,federal,"['network engineer', 'adept scripts', 'engineer', 'java threads', 'java servlets', 'java collections', 'java', 'adept scripts offers', 'network', 'scripts', 'adept', 'spring mvc', 'mvc and tomcat', 'network infrastructure', 'title', 'bachelors in computer', 'computer science', 'science or engineering', 'information technology', 'infrastructure', 'system', 'job type']","NETWORK ENGINEER - Adept Scripts - Frisco, TX","Title
: Network Engineer
Categories
: Infrastructure
Location
: Frisco, TX
Job Type
: Fulltime
Skills
: XML, AJAX, XSL, PHP, JSP, Java Threads, Java Servlets, Java Collections, JDBC, JNDI, Spring MVC and Tomcat and JBoss, PL/SQL, ServiceNow and Remedy
Qualification
: Bachelors in Computer Science or Engineering or equivalent and 1 years of Information Technology Experience
Configure and install various network devices and services (e.g., routers, switches, firewalls, load balancers, VPN, QoS). Perform network maintenance and system upgrades including service packs, patches, hot fixes and security configurations.Monitor performance and ensure system availability and reliability.Monitor system resource utilization, trending, and capacity planning.Provide Level-2/3 support and troubleshooting to resolve issues.Work within established configuration and change management policies to ensure awareness, approval and success ofchanges made to the network infrastructure
Adept Scripts Inc
is always looking for exceptionally bright and motivated people to join our team. If you are looking for an opportunity to use your skills in new ways, in an environment that promotes free thinking, presents extreme challenges, and makes real impact – Adept Scripts is the place for you. Adept Scripts offers employment opportunities to dedicated personnel with a diverse range of experience.
Please email us your resumes at
info@adeptscripts.com"
1,federal,"['network', 'network services', 'network infrastructure', 'services', 'university network infrastructure', 'networking', 'university network', 'network layer', 'network access control', 'job summary', 'university', 'applications', 'configuration', 'network services owned', 'systems', 'switches', 'network layer cryptography', 'develop', 'design']","Network Engineer III - University of Texas at Dallas - Richardson, TX","Job Summary
Responsible for implementing and maintaining the University network infrastructure. Install and repair network hardware, including cabling, UPSs, WAPs, switches and routers (Layers 1,2 and 3). Resolve helpdesk tickets assigned to Network Services. Provide Tier 2 network support. Work within teams to complete networking projects. Lead project teams. Use network monitoring software to ensure network performance and availability. Administer Layer 3 configurations on switches and routers. Document existing network infrastructure and any changes made. Work within established configuration and change management policies to ensure awareness, approval and success of changes made to the network infrastructure. Be familiar with networking protocols, including BGP, OSPF, and spanning tree. Administer servers used by Network services. Install network applications on Network Services owned servers. Work with vendors to implement new systems and troubleshoot issues. Participate in On-Call rotation. Develop networking skills, and stay current on new technologies and University policies.
Minimum Education and Experience
Associate’s degree with 5 – 7 years of experience in a related field.
Equivalent combination of relevant education, training and/or experience will be considered.
Preferred Education and Experience
10 years network engineering and design experience
Experience working with regional and national education and research network providers such as LEARN and Intenet2
Cisco Certified (CCENT OR CCNA) or Juniper Certified (JNCIA-Junos)
At least 4 years of Juniper (JunOS) experience including Tier 3 level support.
Extensive experience in the following areas – enterprise networking equipment, firewalls, load balancers, gateways, data and voice convergence, video services.
Knowledge of Enterprise wireless solutions
Extensive technical knowledge and experience of managing and maintaining large-scale, highly available, Internet facing networks
Experience with Network Access Control solutions
Wide-ranging experience troubleshooting multi-tier Internet applications platforms, particularly for web applications and streaming
Deep understanding of network protocols and their applications and characteristic behaviors like IPv4/6, BGP, OSPF, EIGRP, MPLS, IPSEC, STP, QOS and VRRP
Experience implementing pragmatic network security and audit.
Good understanding of network configuration and troubleshooting on a range of Windows and Linux operating systems.
Experience working with application and network layer cryptography and virtualization
DevOps experience (Python, Ansible, Puppet)
Software Defined Networking (SDN)
Essential Duties and Responsibilities
Provide project planning, implementation and successful execution of projects including technical network design and develop detailed network documentation.
Isolate and diagnose root causes of hardware and software issues and develop and carry out a plan of action for timely problem resolution.
Design, implement, and manage advanced configuration of network systems, routers, and switches.
Design and implement advance configuration of network management tools and systems.
Interact and collaborate with vendors and contractors for product/platform evaluation, technical implementation and planning, and procuring network products and services.
Develop, implement, and maintain standard operational procedures and established standards.
Management and maintenance of a large-scale wireless implementation.
Report, record, and work with departments to resolve network related issues and incidents through ticketing system
Physical Activities Working Conditions Additional Information
On-call availability for resolving network emergencies, both during regular and off-hours.
Sitting for extended periods of time
Dexterity of hands and fingers to operate a computer keyboard, mouse, power tools, and to handle other computer components
Lifting and transporting of moderately heavy objects, such as network switches, computers, and peripherals
Special Instructions Summary Important Message
1) All employees serve as a representative of the University and are expected to display respect, civility, professional courtesy, consideration of others and discretion in all interactions with members of the UT Dallas community and the general public.
2) UT Dallas does not discriminate on the basis of race, color, religion, sex (including pregnancy), sexual orientation, gender identity, gender expression, age, national origin, disability, genetic information, or veteran status in its programs and activities, including in admission and enrollment. For inquiries regarding non-discrimination policies, contact the Director of Institutional Equity at InstitutionalEquity@utdallas.edu or the Title IX Coordinator at TitleIXCoordinator@utdallas.edu, or call
972-883-5331
."
1,federal,"['cybersecurity analyst iii', 'forensics cybersecurity analyst', 'network forensics cybersecurity', 'cybersecurity analyst', 'analyst iii', 'computer network defense', 'forensics cybersecurity', 'network', 'network forensics', 'capgemini government solutions', 'motivated network forensics', 'computer network', 'network defense', 'highly motivated network', 'government', 'computer', 'analyst', 'network traffic', 'capgemini', 'capgemini government', 'cybersecurity', 'network device integrity']","Network Forensics Analyst III - Capgemini Government Solutions - Arlington, VA","Capgemini Government Solutions (CGS) LLC is seeking a highly motivated Network Forensics Cybersecurity Analyst III to join our team in Arlington, VA to support our government client. The Network Forensics Cybersecurity Analyst III is a multifaceted role that performs investigations to characterize of the severity of breaches, develop mitigation plans, and assist with the restoration of services.
The successful candidate will have the opportunity to apply and grow their skillsets, work with a motivated and entrepreneurial team, engage with a wide range of stakeholders, and build CGS’ capabilities.
As a Network Forensics Cybersecurity Analyst III you will:
Assist the Government lead in coordinating teams in preliminary incident response investigations
Assist the Government lead with interfacing with the customer while on site
Determine appropriate courses of actions in response to identified and analyses anomalous network activity
Assess network topology and device configurations identifying critical security concerns and providing security best practice recommendations
Assist with the writing and publishing of Computer Network Defense guidance and reports on incident findings to appropriate constituencies
Collect network intrusion artifacts (e.g., PCAP, domains, URI’s, certificates, etc.) and uses discovered data to enable mitigation of potential Computer Network Defense incidents
Analyze identified malicious network activity to determine weaknesses exploited, exploitation methods, effects on system and information
Collect network device integrity data and analyze for signs of tampering or compromise
Assist with real-time CND incident handling (i.e., forensic collections, intrusion correlation and tracking, threat analysis, and advising on system remediation) tasks to support onsite engagements
Required Qualifications:
Must have an active TS/SCI clearance
Must be able to obtain DHS Suitability
BS Computer Science, Computer Engineering, Computer Information Systems, Computer Systems Engineering or related degree or a HS Diploma & 7-9 years of network investigations experience.
5+ years of directly relevant experience in network investigations
In depth knowledge of Computer Network Defense policies, procedures, and regulations
In depth knowledge of TCP/IP
In depth knowledge of standard protocols – ICMP, HTTP/S, DNS, SSH, SMTP, SMB, NFS
In depth knowledge and experience of Wifi networking
In depth knowledge and experience of network topologies, including DMZ’s, WAN’s, etc.
Deep knowledge of defense-in-depth principles and general attack stages with respect to network security architecture
Ability to characterize and analyze network traffic to identify anomalous activity and potential threats to network resources
Ability to identify and analyze anomalies in network traffic using metadata
Experience with reconstructing a malicious attack or activity based on network traffic
Experience examining network topologies to understand data flows through the network
Must be able to work collaboratively across physical locations
Desired Skills:
Deep knowledge of network device integrity concepts and methodologies
Knowledge and experience in network device integrity concepts and methodologies
Knowledge and experience in network analysis software, such as Wireshark
Knowledge and experience in carving and extracting information from PCAP data
Knowledge and experience in non-traditional network traffic, including Command and Control
Experience with preserving evidence integrity according to standard operating procedures or national standards
Experience with designing cyber security systems and environments in a Linux and/or Windows environment
Desired Certifications:
DoD 8140.01 IAT Level II, IASAE II, CSSP Analyst
Company Overview
A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of client’s opportunities in the evolving world of cloud and digital platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through various services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in over 40 countries. The Group reported 2020 global revenues of EUR 15.2 billion. Capgemini Government Solutions, LLC (Capgemini GS) is a subsidiary of Capgemini focused on providing high-quality services to the U.S. Federal Government. Learn more about us at www.capgemini-gs.com.
Capgemini has an entrepreneurial environment that embodies the following values: Honesty, Boldness, Trust, Freedom, Team Spirit, Modesty, and Fun. We offer a competitive benefits package to our employees.
Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status, or any other characteristic protected by law.
https://www.eeoc.gov/sites/default/files/migrated_files/employers/poster_screen_reader_optimized.pdf
Pay Transparency:
https://www.dol.gov/sites/dolgov/files/ofccp/pdf/pay-transp_%20English_formattedESQA508c.pdf"
